t_ms,ax,ay,az,gx,gy,gz
17804723,-0.7773,0.5837,0.2587,-0.9766,0.9766,-1.0986
17804732,-0.7804,0.5812,0.2615,-0.6714,0.6104,-1.4038
17804742,-0.7815,0.5800,0.2615,-0.3662,0.0610,-1.7700
17804751,-0.7808,0.5825,0.2596,-0.0610,-0.1221,-1.8311
17804760,-0.7781,0.5872,0.2590,-0.0610,-0.2441,-1.8311
17804771,-0.7739,0.5879,0.2581,0.6104,-0.1831,-1.8921
17804780,-0.7726,0.5892,0.2561,0.6714,0.0610,-1.6479
17804789,-0.7740,0.5907,0.2556,0.1221,0.6104,-1.2817
17804799,-0.7754,0.5890,0.2568,-0.1221,0.8545,-0.8545
17804808,-0.7765,0.5878,0.2561,0.0000,1.0376,-0.5493
17804818,-0.7804,0.5852,0.2560,0.1831,1.0376,-0.3052
17804827,-0.7845,0.5825,0.2588,0.4883,0.6714,-0.1221
17804836,-0.7833,0.5811,0.2606,0.6104,0.1831,0.1221
17804846,-0.7826,0.5814,0.2595,0.6104,-0.1831,0.0610
17804856,-0.7812,0.5834,0.2579,0.3052,-0.0610,0.1221
17804865,-0.7775,0.5835,0.2565,0.4883,-0.1831,-0.0610
17804875,-0.7754,0.5829,0.2551,0.8545,-0.2441,-0.1221
17804884,-0.7736,0.5842,0.2537,0.7935,-0.1221,-0.3662
17804893,-0.7711,0.5862,0.2521,0.0000,0.3052,-0.1831
17804903,-0.7689,0.5861,0.2520,-0.3662,0.6714,-0.4272
17804912,-0.7683,0.5857,0.2535,0.1221,0.7324,-0.4883
17804922,-0.7690,0.5868,0.2549,0.6104,0.3662,-0.6714
17804932,-0.7726,0.5889,0.2571,0.3052,0.4272,-0.4883
17804941,-0.7745,0.5878,0.2596,-0.1831,0.0610,-0.4272
17804950,-0.7749,0.5846,0.2590,-0.3052,0.0000,-0.4883
17804960,-0.7762,0.5837,0.2568,-0.4272,-0.1221,-0.4272
17804969,-0.7762,0.5831,0.2565,-0.1831,-0.3052,-0.3662
17804979,-0.7754,0.5835,0.2567,-0.1831,-0.4272,-0.3662
17804988,-0.7751,0.5853,0.2563,-0.6104,-0.1221,-0.4272
17804998,-0.7772,0.5845,0.2559,-0.6104,0.0000,-0.4883
17805008,-0.7780,0.5835,0.2562,-0.6714,0.2441,-0.4883
17805016,-0.7756,0.5844,0.2565,-0.8545,0.5493,-0.3052
17805027,-0.7742,0.5851,0.2552,-0.6104,0.6714,-0.3662
17805036,-0.7734,0.5879,0.2551,-0.1831,0.6104,-0.3052
17805045,-0.7734,0.5892,0.2562,0.1221,0.6714,-0.4272
17805055,-0.7742,0.5869,0.2570,0.7324,0.5493,-0.4883
17805064,-0.7756,0.5859,0.2573,0.8545,0.1221,-0.5493
17805074,-0.7778,0.5869,0.2578,0.6104,-0.0610,-0.4883
17805083,-0.7791,0.5868,0.2588,0.3662,-0.6714,-0.5493
17805092,-0.7794,0.5868,0.2590,0.0000,-0.7324,-0.4272
17805102,-0.7775,0.5853,0.2577,-0.0610,-0.6104,-0.4883
17805112,-0.7739,0.5833,0.2565,0.1831,-0.4883,-0.5493
17805121,-0.7715,0.5840,0.2568,0.3052,-0.4272,-0.6104
17805130,-0.7716,0.5869,0.2561,0.3662,0.0000,-0.6104
17805140,-0.7729,0.5881,0.2545,0.1221,0.4883,-0.6104
17805149,-0.7732,0.5867,0.2544,-0.0610,0.7935,-0.6104
17805159,-0.7747,0.5857,0.2559,-0.0610,0.6104,-0.4272
17805168,-0.7780,0.5862,0.2579,-0.1221,0.1831,-0.3662
17805178,-0.7794,0.5865,0.2590,-0.1221,-0.1831,-0.3052
17805187,-0.7778,0.5844,0.2589,0.3052,-0.6714,-0.4883
17805196,-0.7755,0.5813,0.2570,0.8545,-0.9155,-0.5493
17805206,-0.7732,0.5812,0.2542,0.9155,-0.7935,-0.6714
17805216,-0.7722,0.5841,0.2528,0.3052,-0.3662,-0.4272
17805225,-0.7709,0.5861,0.2540,0.0610,0.0610,-0.4883
17805235,-0.7694,0.5872,0.2551,0.0610,0.2441,-0.3052
17805244,-0.7703,0.5891,0.2551,-0.2441,0.3662,-0.3662
17805254,-0.7727,0.5908,0.2542,-0.3662,0.7324,-0.3052
17805263,-0.7744,0.5909,0.2523,-0.0610,0.4883,-0.3662
17805272,-0.7745,0.5853,0.2526,0.1221,0.0000,-0.4272
17805282,-0.7764,0.5789,0.2561,-0.1221,-0.1221,-0.3052
17805292,-0.7771,0.5796,0.2611,-0.6104,0.1831,0.0610
17805300,-0.7739,0.5836,0.2610,-0.3052,0.0610,-0.1831
17805311,-0.7716,0.5890,0.2562,0.0610,-0.2441,-0.5493
17805320,-0.7699,0.5925,0.2550,1.2207,-0.7324,-1.0376
17805330,-0.7683,0.5897,0.2563,2.3193,-1.2817,-1.5259
17805339,-0.7687,0.5878,0.2557,2.3804,-1.8311,-1.4648
17805348,-0.7692,0.5905,0.2548,1.7700,-2.1362,-1.2817
17805358,-0.7727,0.5916,0.2529,0.9766,-1.6479,-1.0376
17805367,-0.7772,0.5881,0.2528,-0.3662,-0.3052,-0.7935
17805376,-0.7789,0.5831,0.2563,-0.9155,0.8545,-0.7324
17805387,-0.7805,0.5789,0.2599,-0.9766,1.2207,-1.0376
17805396,-0.7830,0.5784,0.2621,-0.6714,0.9766,-1.2207
17805406,-0.7845,0.5798,0.2640,-0.4883,0.4883,-1.4038
17805415,-0.7836,0.5789,0.2638,0.0610,-0.3052,-1.3428
17805424,-0.7830,0.5807,0.2610,0.6104,-0.9766,-1.2207
17805434,-0.7787,0.5829,0.2599,0.7324,-1.4038,-0.8545
17805443,-0.7708,0.5858,0.2592,0.8545,-1.7090,-0.7324
17805452,-0.7660,0.5907,0.2573,0.9155,-1.3428,-0.4272
17805462,-0.7638,0.5924,0.2561,0.8545,-0.6714,-0.2441
17805472,-0.7638,0.5918,0.2555,1.0986,0.0610,0.0000
17805481,-0.7648,0.5892,0.2560,0.6104,0.6104,0.3052
17805491,-0.7672,0.5880,0.2559,0.2441,1.0986,0.4883
17805500,-0.7731,0.5900,0.2565,-0.3662,1.4038,0.6104
17805510,-0.7778,0.5886,0.2598,-0.9766,1.4038,0.4272
17805519,-0.7809,0.5817,0.2626,-1.1597,1.0986,0.1221
17805528,-0.7838,0.5775,0.2639,-1.0986,0.7935,-0.1221
17805538,-0.7845,0.5764,0.2609,-0.8545,0.3052,-0.3052
17805548,-0.7825,0.5798,0.2562,-0.1221,-0.2441,-0.5493
17805557,-0.7783,0.5859,0.2566,0.5493,-0.9155,-0.9155
17805566,-0.7720,0.5876,0.2623,0.4272,-0.9766,-1.1597
17805576,-0.7657,0.5865,0.2618,0.4883,-0.8545,-1.2207
17805585,-0.7645,0.5892,0.2568,0.4883,-0.8545,-1.1597
17805595,-0.7649,0.5930,0.2551,0.5493,-0.6104,-1.0376
17805604,-0.7675,0.5922,0.2542,0.1221,-0.4272,-0.7935
17805614,-0.7701,0.5875,0.2557,-0.1831,-0.5493,-0.7324
17805623,-0.7736,0.5822,0.2577,-0.3662,-0.6714,-0.7935
17805632,-0.7759,0.5812,0.2589,-0.7324,-0.3662,-0.8545
17805643,-0.7748,0.5811,0.2601,-0.4272,-0.4272,-1.2817
17805652,-0.7753,0.5809,0.2610,0.0000,-0.3662,-1.5259
17805661,-0.7766,0.5824,0.2596,0.0610,-0.4272,-1.7090
17805671,-0.7754,0.5820,0.2577,-0.0610,-0.1831,-1.8921
17805680,-0.7739,0.5830,0.2576,-0.1221,-0.1221,-1.7090
17805690,-0.7751,0.5881,0.2583,-0.3052,0.0000,-1.5869
17805699,-0.7755,0.5896,0.2593,-0.6714,0.0610,-1.4038
17805708,-0.7759,0.5876,0.2606,-0.6104,-0.2441,-1.2207
17805718,-0.7770,0.5874,0.2616,-0.1221,-0.6714,-0.9766
17805728,-0.7780,0.5864,0.2612,0.4272,-1.0376,-0.7935
17805737,-0.7781,0.5853,0.2589,0.7935,-1.0986,-0.4272
17805747,-0.7773,0.5847,0.2570,0.9766,-0.9766,-0.3662
17805756,-0.7773,0.5846,0.2562,0.3662,-0.4272,-0.0610
17805765,-0.7759,0.5835,0.2554,-0.4883,0.2441,0.0000
17805775,-0.7753,0.5804,0.2542,-0.5493,0.7935,-0.0610
17805784,-0.7747,0.5786,0.2542,-0.2441,0.9155,-0.2441
17805794,-0.7729,0.5808,0.2559,0.3052,0.9155,-0.3662
17805804,-0.7747,0.5851,0.2581,0.6104,0.6104,-0.6104
17805812,-0.7769,0.5861,0.2588,0.8545,0.3662,-0.7324
17805823,-0.7771,0.5854,0.2593,0.9155,0.0000,-0.8545
17805832,-0.7788,0.5846,0.2595,0.6714,-0.3052,-0.9155
17805841,-0.7789,0.5829,0.2596,-0.3662,-0.3052,-0.9155
17805851,-0.7755,0.5817,0.2594,-0.9155,-0.1831,-0.9766
17805860,-0.7731,0.5818,0.2587,-0.7935,-0.4883,-1.0986
17805870,-0.7725,0.5828,0.2588,-0.4883,-0.5493,-1.3428
17805879,-0.7729,0.5834,0.2583,-0.2441,-0.4883,-1.4648
17805888,-0.7737,0.5818,0.2576,-0.3662,-0.3052,-1.5869
17805898,-0.7742,0.5800,0.2576,-0.8545,-0.0610,-1.5259
17805908,-0.7738,0.5797,0.2579,-1.2207,0.3662,-1.5259
17805917,-0.7737,0.5796,0.2573,-1.3428,0.9155,-1.4038
17805927,-0.7733,0.5807,0.2571,-1.1597,0.9766,-1.5259
17805936,-0.7737,0.5845,0.2584,-0.7935,0.9766,-1.3428
17805946,-0.7759,0.5878,0.2610,-0.3662,0.5493,-1.4648
17805955,-0.7772,0.5876,0.2634,0.1831,0.1221,-1.4038
17805964,-0.7787,0.5841,0.2643,0.7935,-0.6104,-1.4648
17805974,-0.7828,0.5812,0.2631,1.6479,-1.3428,-1.2207
17805984,-0.7834,0.5815,0.2614,0.9155,-1.3428,-0.9155
17805993,-0.7810,0.5819,0.2595,0.4883,-0.9155,-0.6714
17806003,-0.7794,0.5837,0.2576,0.3662,-0.7935,-0.4883
17806012,-0.7776,0.5848,0.2576,0.4883,-0.5493,-0.3662
17806021,-0.7761,0.5844,0.2584,0.5493,-0.3052,-0.3052
17806031,-0.7765,0.5846,0.2588,0.6714,-0.0610,-0.1831
17806040,-0.7769,0.5825,0.2595,0.4272,-0.0610,-0.0610
17806050,-0.7770,0.5801,0.2600,0.1831,0.0000,0.0000
17806059,-0.7778,0.5808,0.2594,-0.1221,0.0000,0.2441
17806068,-0.7776,0.5825,0.2587,0.2441,-0.0610,0.1221
17806078,-0.7773,0.5842,0.2587,0.9766,-0.4883,0.0610
17806088,-0.7756,0.5833,0.2593,1.5259,-0.9766,-0.1831
17806097,-0.7749,0.5811,0.2592,1.6479,-1.1597,-0.3662
17806107,-0.7754,0.5811,0.2600,1.5869,-1.2207,-0.5493
17806116,-0.7758,0.5804,0.2595,1.7090,-1.1597,-0.6714
17806126,-0.7769,0.5809,0.2571,1.0986,-0.8545,-0.8545
17806135,-0.7769,0.5814,0.2573,0.7324,-0.4272,-0.8545
17806144,-0.7760,0.5803,0.2579,0.5493,-0.3052,-0.9766
17806154,-0.7732,0.5790,0.2589,0.1831,0.0000,-0.9155
17806164,-0.7703,0.5791,0.2599,0.3052,-0.1831,-1.0376
17806173,-0.7709,0.5839,0.2581,0.1831,-0.1221,-1.0986
17806183,-0.7712,0.5854,0.2539,-0.1221,-0.1221,-1.2207
17806192,-0.7726,0.5834,0.2529,-0.0610,-0.2441,-1.2817
17806202,-0.7755,0.5797,0.2572,-0.3662,-0.0610,-1.1597
17806211,-0.7783,0.5768,0.2611,-0.6104,0.4272,-1.0376
17806220,-0.7786,0.5790,0.2629,-0.6104,0.3052,-0.9766
17806230,-0.7777,0.5833,0.2617,0.2441,-0.3052,-1.2207
17806239,-0.7780,0.5868,0.2609,1.5259,-1.1597,-1.5869
17806248,-0.7764,0.5890,0.2605,2.0752,-1.6479,-1.8311
17806258,-0.7744,0.5886,0.2571,2.5024,-2.1973,-1.8921
17806268,-0.7744,0.5857,0.2543,2.3193,-2.3193,-1.7090
17806277,-0.7769,0.5829,0.2534,1.7700,-1.7700,-1.2817
17806287,-0.7819,0.5819,0.2535,1.0376,-0.6714,-0.9155
17806296,-0.7856,0.5807,0.2570,-0.2441,0.4883,-0.5493
17806306,-0.7864,0.5769,0.2610,-1.0986,1.0986,-0.6714
17806315,-0.7880,0.5717,0.2617,-0.7935,1.2817,-0.9155
17806324,-0.7854,0.5709,0.2626,-0.3662,0.7935,-1.0376
17806334,-0.7799,0.5771,0.2627,0.1831,0.3052,-1.0376
17806344,-0.7761,0.5823,0.2614,0.3052,0.0610,-1.0376
17806353,-0.7731,0.5831,0.2587,0.8545,-0.0610,-0.9766
17806363,-0.7728,0.5851,0.2582,0.7935,-0.3052,-0.6714
17806372,-0.7722,0.5880,0.2596,0.7324,-0.5493,-0.4272
17806382,-0.7701,0.5872,0.2604,-0.0610,-0.4883,-0.2441
17806391,-0.7712,0.5833,0.2606,-0.1221,-0.6714,-0.3052
17806400,-0.7740,0.5807,0.2596,0.1221,-0.7324,-0.2441
17806410,-0.7755,0.5795,0.2593,0.1221,-0.6714,-0.3052
17806420,-0.7770,0.5789,0.2589,0.6714,-0.7324,-0.4883
17806428,-0.7794,0.5791,0.2588,0.7935,-0.5493,-0.6714
17806439,-0.7805,0.5789,0.2614,0.6104,-0.4883,-0.7935
17806448,-0.7814,0.5795,0.2622,-0.3052,-0.0610,-0.7324
17806457,-0.7827,0.5789,0.2576,-1.3428,0.4883,-0.4272
17806467,-0.7826,0.5790,0.2542,-0.6714,0.3662,-0.7324
17806476,-0.7812,0.5791,0.2583,0.3052,-0.2441,-1.0376
17806486,-0.7789,0.5800,0.2635,0.2441,-0.1221,-1.1597
17806495,-0.7755,0.5813,0.2637,0.6104,-0.4883,-1.2207
17806504,-0.7742,0.5848,0.2621,0.5493,-0.9155,-0.9766
17806514,-0.7723,0.5870,0.2589,0.5493,-0.6104,-0.7935
17806524,-0.7701,0.5824,0.2545,0.4272,-0.3052,-0.4883
17806533,-0.7712,0.5796,0.2531,0.5493,0.0610,-0.1831
17806543,-0.7733,0.5809,0.2552,0.6104,0.1831,0.0000
17806552,-0.7760,0.5829,0.2581,0.5493,0.1831,-0.1221
17806562,-0.7795,0.5824,0.2600,0.3662,0.3052,-0.3662
17806571,-0.7834,0.5787,0.2614,0.2441,0.4883,-0.6104
17806580,-0.7837,0.5746,0.2615,-0.1831,0.5493,-0.7935
17806590,-0.7810,0.5754,0.2595,-0.0610,0.3662,-0.9766
17806600,-0.7794,0.5796,0.2570,0.0000,0.3052,-0.9766
17806609,-0.7781,0.5814,0.2567,0.0610,0.3662,-1.0986
17806619,-0.7751,0.5819,0.2573,-0.0610,0.3052,-1.0376
17806628,-0.7742,0.5828,0.2578,-0.2441,0.2441,-0.9766
17806637,-0.7762,0.5841,0.2583,-0.5493,0.2441,-0.6714
17806647,-0.7773,0.5850,0.2587,-0.7324,0.2441,-0.5493
17806656,-0.7775,0.5830,0.2589,-0.4883,0.0000,-0.3662
17806666,-0.7776,0.5802,0.2592,0.1831,-0.4883,-0.3662
17806675,-0.7770,0.5787,0.2592,0.9155,-0.9155,-0.4272
17806684,-0.7755,0.5784,0.2584,1.1597,-1.0986,-0.4883
17806694,-0.7747,0.5795,0.2574,1.3428,-1.0376,-0.5493
17806704,-0.7749,0.5797,0.2567,1.0376,-0.8545,-0.4883
17806713,-0.7745,0.5808,0.2554,0.3052,-0.4272,-0.3662
17806723,-0.7725,0.5820,0.2538,-0.4883,0.0000,-0.4272
17806732,-0.7722,0.5822,0.2540,-1.0986,0.4272,-0.4272
17806742,-0.7737,0.5822,0.2563,-1.0376,0.3052,-0.5493
17806751,-0.7756,0.5804,0.2578,-0.8545,0.1221,-0.8545
17806760,-0.7797,0.5798,0.2581,-0.2441,-0.1831,-0.9766
17806770,-0.7822,0.5840,0.2584,0.7935,-0.5493,-1.3428
17806780,-0.7812,0.5808,0.2595,0.8545,-0.6104,-1.4038
17806788,-0.7806,0.5792,0.2605,-0.3052,-0.4883,-0.6714
17806799,-0.7820,0.5842,0.2599,-0.5493,-0.4883,-0.4272
17806808,-0.7810,0.5817,0.2588,-0.4883,-0.3052,-0.3662
17806818,-0.7777,0.5800,0.2579,-0.1831,-0.1831,-0.1831
17806827,-0.7765,0.5797,0.2587,-0.1221,0.0000,-0.1221
17806836,-0.7772,0.5785,0.2599,0.1221,0.0000,-0.1831
17806846,-0.7783,0.5779,0.2594,-0.0610,0.0000,-0.2441
17806856,-0.7792,0.5797,0.2588,-0.0610,0.1831,-0.1221
17806864,-0.7787,0.5818,0.2593,-0.1831,0.2441,-0.1221
17806875,-0.7792,0.5804,0.2601,-0.2441,0.3052,-0.1221
17806884,-0.7788,0.5792,0.2616,0.0610,0.0610,-0.1831
17806894,-0.7760,0.5801,0.2611,0.4883,-0.1831,-0.3052
17806903,-0.7753,0.5823,0.2590,0.5493,-0.1221,-0.4883
17806912,-0.7748,0.5836,0.2587,0.6714,0.1831,-0.6104
17806922,-0.7739,0.5859,0.2587,0.7935,0.0610,-0.7324
17806931,-0.7740,0.5848,0.2593,0.4272,0.0610,-0.8545
17806940,-0.7747,0.5800,0.2593,0.5493,0.0610,-0.9766
17806950,-0.7777,0.5789,0.2579,0.6714,0.1831,-0.9766
17806960,-0.7809,0.5804,0.2585,0.4883,0.2441,-0.7935
17806969,-0.7814,0.5804,0.2606,0.1221,0.0000,-0.8545
17806979,-0.7816,0.5790,0.2609,-0.0610,-0.0610,-0.9766
17806988,-0.7806,0.5789,0.2600,-0.4883,0.0000,-1.0376
17806998,-0.7777,0.5802,0.2592,-0.3662,-0.1221,-1.0376
17807007,-0.7756,0.5804,0.2583,0.0610,-0.1831,-1.1597
17807016,-0.7748,0.5809,0.2579,0.4883,-0.0610,-1.0986
17807026,-0.7750,0.5845,0.2571,0.1831,0.3052,-0.9155
17807036,-0.7755,0.5854,0.2576,-0.0610,0.6714,-0.6714
17807045,-0.7773,0.5826,0.2589,-0.1831,0.6104,-0.6104
17807055,-0.7792,0.5802,0.2585,-0.4272,0.8545,-0.4272
17807064,-0.7799,0.5779,0.2582,-0.4272,0.6714,-0.3052
17807073,-0.7819,0.5796,0.2585,-0.1221,0.5493,-0.1221
17807083,-0.7825,0.5800,0.2595,0.3052,0.3052,-0.1831
17807092,-0.7811,0.5782,0.2606,0.5493,0.1221,-0.1831
17807102,-0.7795,0.5798,0.2596,0.4883,0.0000,-0.1831
17807111,-0.7765,0.5814,0.2565,0.3052,-0.1221,-0.1831
17807120,-0.7761,0.5813,0.2539,0.4883,-0.2441,-0.3052
17807130,-0.7742,0.5759,0.2551,0.3662,0.2441,-0.4272
17807140,-0.7726,0.5725,0.2570,-0.5493,1.0986,-0.1221
17807149,-0.7736,0.5773,0.2577,-0.9766,1.4648,-0.0610
17807159,-0.7727,0.5829,0.2584,-0.0610,0.6104,-0.4883
17807168,-0.7727,0.5840,0.2611,1.2207,-0.4883,-1.2817
17807178,-0.7709,0.5850,0.2625,2.1973,-1.2207,-1.7090
17807187,-0.7681,0.5868,0.2590,2.4414,-2.1362,-1.9531
17807196,-0.7679,0.5872,0.2551,2.3193,-2.5024,-1.7700
17807206,-0.7709,0.5879,0.2526,1.1597,-1.8921,-1.5869
17807216,-0.7749,0.5845,0.2535,-0.2441,-0.7324,-1.2207
17807225,-0.7800,0.5792,0.2574,-0.9766,0.0000,-1.2817
17807235,-0.7841,0.5758,0.2616,-1.2207,0.4272,-1.4648
17807244,-0.7869,0.5736,0.2621,-1.1597,0.2441,-1.8921
17807253,-0.7883,0.5710,0.2610,-0.6104,0.1831,-2.3193
17807263,-0.7869,0.5712,0.2604,0.2441,0.0000,-2.5635
17807272,-0.7849,0.5760,0.2603,0.3662,0.1221,-2.3193
17807282,-0.7816,0.5806,0.2611,0.1221,0.0610,-2.0752
17807291,-0.7784,0.5833,0.2610,-0.1831,0.1831,-1.8921
17807300,-0.7764,0.5847,0.2605,-0.1221,0.2441,-1.5259
17807311,-0.7758,0.5839,0.2609,0.4272,0.3052,-1.2817
17807320,-0.7770,0.5820,0.2622,0.8545,-0.2441,-0.8545
17807330,-0.7788,0.5807,0.2618,0.6104,-0.4272,-0.6714
17807339,-0.7806,0.5806,0.2595,0.3052,-0.4883,-0.3662
17807348,-0.7809,0.5806,0.2583,0.3052,-0.3662,-0.3052
17807358,-0.7839,0.5812,0.2582,0.3052,0.0000,-0.1831
17807367,-0.7871,0.5797,0.2599,-0.1831,0.4883,-0.1831
17807376,-0.7872,0.5728,0.2617,-0.0610,0.9766,-0.4272
17807387,-0.7882,0.5654,0.2621,-0.1831,1.0986,-0.5493
17807396,-0.7872,0.5656,0.2573,-0.0610,1.0376,-0.3052
17807404,-0.7852,0.5742,0.2522,0.3052,0.6714,-0.5493
17807415,-0.7819,0.5798,0.2585,0.2441,0.3662,-0.6104
17807424,-0.7771,0.5807,0.2643,-0.1831,0.9766,-0.7324
17807434,-0.7753,0.5798,0.2620,-0.2441,0.8545,-0.7935
17807443,-0.7747,0.5800,0.2593,-0.6104,0.7324,-0.6104
17807452,-0.7740,0.5801,0.2583,-0.5493,0.7324,-0.4883
17807462,-0.7734,0.5789,0.2549,-0.1831,0.5493,-0.3052
17807472,-0.7737,0.5780,0.2527,-0.3662,0.5493,-0.2441
17807481,-0.7737,0.5779,0.2554,-0.4272,0.8545,-0.1831
17807491,-0.7739,0.5796,0.2566,-0.0610,1.5869,-0.5493
17807500,-0.7766,0.5763,0.2576,0.0610,1.8311,-1.0376
17807509,-0.7817,0.5745,0.2593,-0.0610,1.7090,-1.0986
17807519,-0.7865,0.5760,0.2609,-0.0610,1.2817,-1.2207
17807528,-0.7881,0.5740,0.2616,0.4272,0.3052,-1.4038
17807538,-0.7874,0.5732,0.2607,1.0986,-0.7324,-1.4648
17807547,-0.7852,0.5773,0.2598,1.4038,-1.6479,-1.4648
17807556,-0.7822,0.5820,0.2573,1.6479,-1.8921,-1.2817
